source,target
313441,51474
1110548,249368
1227773,442496
249211,418058
11830,32250
111636,894805
195181,916030
452443,716538
711000,65986
568453,64684
236751,427993
1021384,865816
163446,387288
90991,662897
134404,408033
367704,130580
90983,179444
860250,560005
383305,352816
57259,57703
12565,35088
471504,857529
457192,891554
746921,766734
875115,459408
292366,144413
81766,230024
10185,1300
1047390,382087
1543613,1625026
649855,553604
163275,229550
315302,169231
478346,470981
596900,68260
137090,418595
133304,410821
236700,848623
239147,221171
135717,132013
369517,696430
661093,1025345
749775,493829
81034,76649
245184,1121964
755578,509857
953868,1296496
829865,118249
550365,488792
867976,588697
169673,169749
1319356,414732
632667,54166
56378,105970
414601,271329
547682,664901
295149,295043
587877,553914
874818,104233
513676,513722
170192,173356
237571,312325
19271,32778
1183930,1133959
767053,157615
106072,105111
661894,58359
653765,230142
266988,16827
588488,139704
872588,720317
534495,613696
401662,233447
412229,914796
414571,29561
1264485,505982
645928,140783
360924,1278117
493192,895537
182056,106875
692979,84338
467680,60254
977928,143298
759832,454524
415770,321932
995432,701683
486888,115546
349464,596181
572113,1118235
81701,65054
630889,980801
460618,171742
589859,244986
1227811,1092721
480188,149607
75172,35085
327059,1166854
778645,145568
203310,188883
12557,11522
72440,410912
304916,693238
895001,110128
1062918,1467175
459954,596888
328238,90363
198177,628827
1322045,755424
621115,1030920
518706,921955
132330,62745
508618,1376232
400639,1013689
465135,167828
959170,363040
174795,265927
501086,947784
216514,338857
80007,73012
320527,178041
214944,1120603
789299,149822
649999,233188
63904,376962
38509,553397
618342,52957
273208,436468
159529,247780
392030,339935
761050,1404951
575094,271243
391707,449760
508851,254478
34374,11534
542924,462003
68571,390633
232342,701666
374045,28227
675707,64475
150584,150576
441535,632216
416026,794947
452860,75592
337559,365912
887057,546766
336097,177856
403526,56990
223456,189799
513830,258109
510083,433755
444502,153086
107939,408540
405941,406042
257075,333762
85620,239394
172514,601412
789084,841356
324912,79315
372220,419815
1025140,164481
178333,93008
23360,323659
804964,291841
1007353,79051
350975,344596
69137,799040
209038,628718
1401091,904381
481679,597035
418504,754306
809163,85254
49009,589627
1215086,368639
611513,494857
5935,4103
489795,38288
737531,510625
115877,473885
837316,529901
280875,555929
302701,559630
14847,142437
264684,665765
332250,49044
4016,4217
341297,278437
457583,563025
375001,283864
1326986,725328
711085,522740
649268,530635
631942,228394
881158,577120
334104,464904
113144,44715
971640,968550
156754,578183
64823,705850
287846,276325
193291,671123
304627,305194
712250,363061
462399,980481
175397,58049
548695,548802
707057,956113
175921,52973
597891,156108
1077701,1171968
138473,610550
994801,164071
507918,697770
300745,408299
793457,958552
478593,478548
799202,842119
174623,365486
644295,640
589185,49883
164886,358853
401299,1047774
1242231,1396119
487871,294623
385902,306155
1074103,323301
86608,382404
164066,1626072
298456,263450
956155,336498
213956,414479
63851,65083
25955,7903
112572,901217
348493,772793
151063,151066
130013,274412
1022395,1006642
405330,214634
441531,150088
984568,697477
393200,648361
507679,566635
271036,336602
64953,62463
178500,932113
125735,261910
561842,278773
494335,424353
367166,651513
479416,42795
1082130,866945
859833,800891
227485,307436
153659,237408
107950,320906
117333,151673
548771,222366
686655,175317
250451,1040088
151880,143047
11286,15191
656258,492001
1411947,1200357
68587,25259
298692,853722
1083816,808273
1496223,708950
444109,129220
703312,931780
264731,54482
206161,26438
313297,64351
495021,826285
208269,184576
43026,997837
863252,12688
944693,508532
821682,641790
161404,1017302
669238,296364
277626,256810
1027661,459155
262174,162548
1123582,792955
748437,748992
214130,43023
505413,556016
629880,178957
344032,664781
634455,54582
477122,316750
59438,525227
710603,472505
801759,312115
38452,704109
1463967,716581
560183,732782
96485,536593
240109,962173
745519,498320
1051653,598937
641440,55616
455821,190357
407333,138598
668315,214201
669937,164093
1092072,53045
625170,815529
877939,1009839
251844,303072
799035,616640
618333,475290
1136885,82694
210341,996262
839924,675434
413329,413330
49078,18788
396172,396539
694667,70675
329206,245417
613725,1135261
416534,29721
1055863,204627
338897,261910
95222,779658
825623,30232
955685,1358085
636656,636651
27768,53736
127887,104846
634643,307966
1466557,1092918
363081,488672
172386,166963
133967,476941
850939,728359
832849,335450
420250,167927
93792,473057
1340927,1366278
420017,280558
99553,616305
564040,503732
377380,988364
50174,442032
31734,433514
316351,74696
352168,154476
161004,31165
11882,35316
700871,131112
424744,240355
383514,696731
597872,129726
573904,110699
16817,20122
241253,250755
7268,22369
738530,109371
657680,280933
35657,471226
891713,114051
63712,64741
1124580,525122
205574,220632
20470,14282
929529,563235
403796,138269
412102,95163
1079181,224363
560702,912568
232158,527063
122674,925979
427503,194266
859040,1510289
224205,819304
360252,225014
1157216,1503897
1594583,1270300
209087,134707
658289,1162381
801535,665918
1341019,916716
648784,579413
100592,139918
99437,96358
1016510,1193078
592261,99846
108028,135327
990026,832882
299706,220658
1400426,787382
965005,614936
1175614,783053
16974,13183
168193,88949
848,17806
228499,1030683
108800,108774
151083,1301590
1336007,1259716
28557,398061
182741,476861
673583,132532
595532,710079
87560,3733
685026,295771
199704,210521
86373,365764
680899,171554
611027,336942
384397,1091956
430137,73443
927076,629864
112166,129613
73264,486011
57723,875325
91610,5867
129972,357050
301978,175568
724730,67717
925984,787386
706566,725499
188960,113068
395968,27429
428865,1155036
77744,505922
146024,191495
166767,57696
312721,878782
376947,184552
7830,172595
149442,461313
636294,550904
589119,384906
333537,333557
287023,216783
944359,476519
1444037,792513
443041,549519
513550,258593
991999,335756
404903,83586
108367,452132
528055,572087
691775,1282758
96598,186246
18758,193998
826988,232503
503882,401236
1237144,1040863
34996,22830
20328,325225
269630,451049
451081,428668
1249512,1415084
645080,342343
725416,67633
89722,37409
245012,245158
87267,816340
790006,899892
96307,1891
28247,69706
730489,138672
174362,588262
41912,530476
301935,412337
727508,640223
80856,383965
226001,477005
1018167,169819
223155,137462
73718,669039
902355,556644
274571,135996
282970,353591
659232,246562
343581,211330
851,3363
542051,323170
1076712,206383
890350,397496
91911,114810
16850,177052
1184525,266337
179271,496425
146959,199837
198671,450332
278105,838767
479774,939752
683047,348658
422087,240574
514451,1380453
55152,500196
128497,108656
535123,535124
1144478,322282
411874,253140
125741,891061
42219,58207
384576,953998
100068,99967
82653,112702
23746,47516
327053,327344
312472,297365
686479,588452
104075,41787
987426,729743
489536,510818
566063,1236122
177328,297307
95777,379228
303520,605724
64821,423160
306760,549085
20952,333452
847934,857354
264445,103826
369711,348109
67492,57261
47875,58281
681955,955
440604,296705
640415,873763
198754,899043
536250,1034674
94363,25602
449906,587814
316330,259083
634316,460387
505197,478990
432861,528377
1030088,375275
410609,410607
171214,55077
211650,679559
401518,457021
263133,70441
451823,363964
35546,820835
207962,23946
851,84446
418850,785697
312895,10511
377026,268196
222433,330577
358214,42360
91668,290446
401708,810070
237118,262448
141710,115287
379115,601575
351289,364619
307946,380158
218978,70007
452356,856184
1076052,354578
30280,421819
1041772,618238
368062,750029
82444,46230
84698,644745
115713,62184
80629,84726
242958,231983
89779,336985
650714,126017
1075805,187252
371429,638542
576653,427132
587914,75092
326976,407288
1178933,92039
239554,56567
648674,655895
998559,297501
696595,1290109
67045,415553
1404461,43599
58104,660484
236234,231962
64652,117688
1165712,334251
678179,386247
217850,333317
422884,139559
630498,629519
233795,380612
9832,205933
373540,74452
711454,446287
1197202,802413
90721,293753
1223110,978953
687518,61812
235305,27500
255988,862430
583927,198799
20819,19424
132547,514449
603073,428244
958578,998791
348216,836893
12844,13725
334340,296859
300532,1171158
77982,267208
783756,538287
542128,373526
231093,669216
646633,755661
956818,1312258
617653,513102
1013497,1547247
287540,1209490
83073,63373
695473,157522
629882,65514
72605,750772
567602,718460
187670,159132
381842,370825
168880,377334
1555868,1051896
558592,1154509
244444,244442
398553,52519
229894,639114
112840,289124
52509,627722
254990,698139
747903,738692
216193,80089
6454,813921
4779,108440
82320,42802
97716,756505
414436,1192332
382585,381300
447547,122617
216729,874298
202539,278560
530039,843406
668641,697285
804138,688488
612636,551117
454243,454244
311655,2579
556525,418607
463250,86455
275735,265121
138246,148454
295144,295025
350414,1175380
332801,561717
425422,179314
634233,820711
582023,178048
26526,273739
654502,923114
522321,538326
311023,375582
374664,951552
15333,275871
800910,683021
128058,471978
5859,27763
1138777,227247
962113,30774
144715,13648
1421092,710911
655982,62653
250733,353785
42869,404507
468958,234544
278566,1043335
173103,316710
292668,438209
599451,500092
116078,414262
159151,187616
463341,240441
131618,458739
178338,642608
591445,917787
591354,248001
40893,60399
118950,918097
7607,163885
707372,1178909
862713,1511090
78103,364203
363456,146029
234704,162141
423725,30632
247288,451017
602213,85059
230426,610631
193032,40269
429112,268833
380733,518456
1195662,668574
189126,451888
550162,491888
112948,904480
122256,48282
509966,375164
924006,392176
341883,312762
58296,426099
570500,213558
242465,1158178
903772,126708
782047,781571
132806,498739
384245,1109696
29742,98084
914112,1255339
19753,4851
477220,1153015
212236,387935
497542,493431
387355,26482
283946,28144
720172,409007
12671,72669
987594,240099
1022101,642003
249558,316911
1004809,338544
102503,43956
56548,650809
172525,822716
472296,180350
1025428,787846
66954,63413
504720,272483
739738,467334
846181,1305699
220572,513457
168873,44207
405056,192932
161861,278286
81177,6537
925699,167952
172708,467695
241851,275293
65071,423142
700875,353531
720957,1119631
791056,271770
281786,527358
867905,969181
587424,30982
497703,364160
325192,420940
890723,177258
115204,399416
624044,738533
137016,597068
350073,525198
241620,493920
976189,494488
74923,318491
307390,307356
420208,1149636
45445,41031
595355,447217
503769,1325120
1120049,275872
11280,14954
524793,601470
537517,359701
539402,244225
129538,642884
805400,585177
69634,148686
40431,912925
132012,384224
222986,416708
848433,308346
241783,815729
290351,850543
6081,79647
1131632,1301546
775707,775721
766020,408707
349467,66393
1065531,248155
159798,1014523
45048,44806
358326,491849
710957,284192
835240,794416
410266,264696
174991,595785
482147,536443
529882,777238
669733,162273
17978,69453
816261,415229
135802,105418
15800,37299
631659,1049290
230008,721079
967547,967569
423936,73395
807008,762348
1042501,513536
888907,796309
358208,437003
73563,513496
916798,253736
246319,597450
241222,593162
17029,17404
881655,138217
713549,361187
533825,489051
580367,1094908
855,24792
552303,983805
504212,872116
1000163,388972
380502,709990
189096,190487
368700,216897
107523,884309
235604,61688
136806,448178
449330,333637
651813,174630
4723,19635
281285,489584
634834,462955
398519,965306
266782,287711
918344,119205
564912,749728
255703,359252
83715,156225
289150,76736
1296640,783387
701946,1191574
365684,470307
371340,361657
434683,1118219
215020,665499
740703,1089926
212063,31479
839219,259790
252872,124434
630812,726292
29094,221421
381302,800146
55427,480103
472288,272402
447879,448497
821211,778725
470857,645575
452953,629061
178861,178586
170878,171058
194489,249695
394722,251634
594129,349881
1043619,610366
544264,501021
212748,949277
175823,500872
652505,748249
740454,423871
280155,560868
301681,345064
532844,1232513
61253,564255
226700,130712
228944,496159
289207,456098
691036,1196192
16030,284797
1194423,787157
141475,141362
61102,668156
480264,1349865
204482,115557
619391,390496
343681,217943
215302,799875
139476,352957
73611,185914
504292,125387
156845,98870
311407,416385
85858,763540
397572,1081286
1139690,602821
414384,460893
675745,675819
469428,205596
1041278,508499
688506,498562
89097,207593
563371,611576
46082,26122
1071548,705686
485385,138202
1529247,1529289
129423,477770
185334,380777
148896,346125
301687,303105
933167,482538
563805,201395
247962,12951
4187,84503
653368,1100669
635957,284021
271483,311272
1001073,823863
715303,570327
572857,219719
339145,21907
27510,36734
184131,330789
596238,172841
521974,1384975
593032,641773
185586,451764
116133,34848
766752,357229
396528,111055
1256133,336585
341738,958642
250093,552654
541235,564695
848242,104757
168568,157775
441535,431170
920570,921199
803367,367409
788349,160078
631333,171590
312249,733152
695132,431546
1412972,580208
57207,1357835
418505,365768
720656,134204
993378,581945
449502,433412
1378812,512492
906234,504009
1404555,505678
34479,1292534
701199,465537
652425,165641
356666,123448
511421,327313
803789,781153
1028863,168053
36707,60678
170884,322074
694933,190322
1283504,1063704
927708,539366
268843,35445
1192846,420030
580673,490727
310579,498561
79096,315425
376044,433509
54399,1096747
139026,1315844
536425,80680
87178,257924
66510,564089
533324,856574
603614,294140
223332,637180
137305,347551
162615,115192
564805,168550
313975,110241
335338,100278
309362,248027
166487,326775
119851,388664
628642,470896
427696,667089
802015,606267
61757,258756
1194002,274481
736637,456157
1152899,815960
752064,862838
60807,572301
406392,406453
154382,509318
178211,920280
55148,182818
649492,453657
322622,558010
553336,610865
705725,767742
11660,424
163849,12656
693563,779623
95974,314443
297847,299969
693633,603121
73777,17095
396882,581048
416475,150951
853315,133225
654172,512977
1031953,1129418
719818,166245
139070,121432
463590,411053
240177,58937
279434,300661
303584,1183904
465970,526510
932771,920172
104355,105309
457332,283544
226151,295550
503747,104375
210447,367676
920091,434828
821353,409602
49839,104441
509159,1113810
381571,761325
497091,40924
269160,527063
66322,38714
39237,3607
854006,546665
7032,159086
511050,510956
135715,614265
1138880,539283
191781,192043
320025,472316
297361,161078
1004447,669659
440724,407990
888277,456321
821959,287994
39743,10702
93196,756116
508306,421127
138309,363942
671650,512082
283884,728633
451258,206933
667241,512681
864698,816466
416375,272653
74061,759599
311100,960553
1249534,170784
41337,35195
762242,862359
348448,276352
257432,104265
115045,162599
753433,73086
455110,270914
396361,52396
76570,699956
531540,117343
908613,324179
59163,666894
149752,183838
747966,433235
67032,702412
116950,80331
1997,22602
627748,270728
185527,1073149
514714,234496
222428,1130576
362517,221229
313038,187004
330858,125855
1025283,606133
861934,1000843
8090,206885
714598,317031
513031,749370
1387015,588095
344572,794861
267228,1253648
1027685,504136
480308,932762
580803,305784
195376,148862
141650,102233
137272,134550
206251,490764
421596,562165
508805,407772
182849,506657
434806,1176813
545132,1228973
455454,379456
363767,622092
833616,206235
460863,400293
225097,251771
718209,532861
419495,788896
610442,199213
27740,394401
547144,487118
54610,648697
262974,115530
105400,710073
363528,269322
707752,1145859
307979,1089391
397434,717490
235265,100218
452717,452679
583253,159059
14274,40120
558876,697798
9166,10395
754354,707799
665212,247215
648986,669876
99505,367945
210796,102092
972147,541587
1386130,433858
102763,69031
241887,466025
1173079,484362
130931,340733
770149,761721
1173093,436267
291305,1441313
907583,211775
112287,252277
712036,909257
713383,411059
21964,103317
480617,151928
62074,206978
191710,769554
583432,981122
330751,404672
71269,100721
774948,388714
346802,192620
82945,72801
112961,112577
142683,796326
861,2509
517311,1193813
8580,39241
402650,402487
917738,1525264
457038,548475
79019,431063
382352,382262
239950,890480
45436,566374
538306,103288
615540,471993
45446,125898
1092555,609747
295370,95674
756416,654824
146963,56788
377065,719419
54352,48101
366318,139627
147052,90148
41918,301776
825086,310975
85324,155040
1306848,395917
306304,207219
103066,345442
861,24743
607203,567116
981329,550565
40217,47265
1574826,1148440
759834,589175
1025973,1166497
110593,281174
706290,517157
261707,359145
356855,1263014
557643,518693
1599951,444061
13739,182015
175865,10188
693131,515711
707458,199136
97312,208621
1097436,545981
248860,124380
678328,1453718
644978,325038
745104,671201
140908,589115
110596,426900
783478,152636
84360,84354
228080,730305
681131,814881
1015397,880166
236079,1149519
1629061,1590894
619039,74411
652813,156191
57438,108029
880744,1162498
33000,448541
372584,211216
680898,372031
272334,944444
1007022,957435
110377,211047
1141212,116402
209412,802756
393736,124236
807952,1211207
40159,87910
76018,767753
88997,40229
1570960,1126695
862047,118543
124845,49097
858626,1117515
94047,107346
689428,687730
345961,660383
163518,464151
1235412,1337661
174297,404527
1081531,220728
155541,42602
85221,806386
570124,795634
38812,1396
76049,74449
1195061,273252
422438,282574
66184,430180
275793,280732
206713,252919
610517,655684
1117841,531275
1205302,932593
402603,645552
56520,651183
420245,290944
687246,386201
729530,441401
643063,29862
850949,410334
306348,510044
172025,62980
300322,300319
810882,1135402
292129,437195
141105,341545
212415,416427
198189,62728
1401476,555702
756782,482190
194313,955863
459386,271238
3126,74052
409605,453223
68447,7311
226864,565429
455047,64071
746648,43592
425283,999759
195305,268764
161248,550191
915610,1085096
901565,681050
407852,375216
171163,1375499
355112,162446
302659,260531
516826,513985
58076,123060
981360,350832
109175,109166
733394,681429
137073,682587
290167,86187
214245,171795
756883,606311
637542,611507
42447,17506
1162309,1079402
1156173,520774
275556,1195268
968576,1631265
158710,732471
564448,1003826
168238,264991
54875,341830
64520,452767
123496,24706
163820,455414
363791,360869
186348,237491
428736,733372
388021,979682
998991,520838
5867,57192
1135356,926435
569882,779283
8969,20524
331244,341236
477161,377050
1083290,790010
401713,475553
245819,420378
530730,934549
101310,162784
362214,568190
298507,846752
623810,406581
722700,453198
11123,223932
228397,304777
299061,313958
591003,324528
595560,380912
886097,150144
526683,846886
495298,699088
12056,60520
622017,721804
475453,486575
560155,83817
393898,36977
252499,346506
696154,221152
633066,213996
398043,507864
113224,534393
1016685,1547976
886644,518612
520342,156723
383507,783219
1067395,723217
367429,307879
282483,373981
923143,811007
223879,120822
420345,130626
848648,797820
61662,686886
61363,673663
478521,194729
29035,271235
99659,832708
295356,162839
526107,526512
190409,108747
776063,1015728
489167,917617
564284,758769
603994,44286
209270,358426
623334,364068
1089202,104532
702034,837468
190835,1081234
124140,1179248
423112,120278
626260,295478
388783,279637
53515,33119
106536,20982
743608,301056
675994,571675
241173,124486
719365,94989
141782,93402
1286738,371607
14632,724089
40995,93975
266729,354509
699673,1373256
8804,9813
309718,124863
487620,487783
23596,150679
67801,81089
99116,22361
6664,133055
475570,280506
497106,136074
903055,156897
65885,407031
401027,16171
678398,678451
342266,231854
336178,821099
356385,302797
1087051,474858
769897,1393690
419804,220228
94222,131477
592859,653965
447134,125331
841122,258367
352233,409963
902404,131406
70132,139086
1111794,466014
166382,47717
25411,231580
392123,340277
184841,1030183
45226,327766
105719,288175
85418,374842
107029,474121
217351,160206
948805,207065
164496,79336
329356,148922
332265,305448
305973,25180
437657,727235
389993,853040
519555,140280
362282,558264
735167,126488
120355,208607
1445000,141826
840615,876057
833458,1354903
712783,403812
346329,239314
99394,119598
54258,157461
650056,1429953
35347,290394
766771,728308
197800,358337
553046,635763
57954,3600
416953,355505
155271,462434
24058,16766
22928,280326
499134,632564
392717,1028401
1041105,945865
951836,596786
1488627,313941
141293,420177
44352,473841
292457,292836
18258,1446
615541,383021
342989,792819
319476,783815
67961,343791
123242,492187
430719,855950
11123,224663
917366,449764
968479,211864
944894,1052422
1327387,967646
416909,531706
787428,146312
1083531,472610
595783,522687
436877,70543
813579,254027
354305,334038
680025,214298
591760,1013442
1270444,196519
731604,1229422
772992,966748
26963,391151
458775,697161
273998,671544
219331,42480
74700,734115
477990,530351
268611,681622
183296,753895
416196,212000
59627,747845
489277,524637
401683,520954
183566,183395
153809,628701
326773,579565
832881,689940
843062,1453729
181032,597927
513757,1291004
455009,302974
617361,355351
1346992,1299171
653652,176142
35393,612428
270859,174800
326797,332120
178082,7889
21243,628642
52579,12530
572118,87205
839486,527213
215449,55307
542904,1079238
300248,45058
262912,13815
521227,1058659
646824,383611
908794,200284
1072305,1167302
1041597,1492521
41225,225706
344538,345384
264164,191069
1330621,432230
131633,292797
883559,309816
765692,80492
335062,800477
84440,226953
23202,360278
315181,733071
101634,4473
505222,456908
420682,705434
331900,593536
246049,80751
281862,650241
500344,831823
578638,808586
460722,61347
1295056,396972
499023,503493
968983,180108
96245,852499
114676,907501
550751,401149
535092,445300
380166,125779
93726,189274
361657,844417
26382,29921
496383,479398
259939,876310
2496,74118
972581,972216
494878,697224
577500,334632
448901,93313
35276,38300
519240,1374400
1427594,738691
727729,717572
802732,144010
28466,182506
66065,712979
265620,640865
59670,535313
659620,110342
86407,412288
318461,170282
329159,483735
5252,6692
1393388,678279
98566,8824
104942,124743
186312,627303
525550,832749
290074,71953
443467,236477
46177,19528
798795,266379
474388,528744
889823,503073
1239653,1068649
20539,12646
24860,373958
149020,536463
161019,544967
721211,351154
1438711,636738
221838,911514
285074,89071
10081,13422
581615,581789
531462,233771
158787,196730
23198,26760
134093,29866
1066085,1548703
448375,1130628
183379,1334060
755257,344370
75761,14140
14338,1312110
1085377,270734
434674,352793
517992,377082
845433,881522
119098,12252
571249,235621
173616,856304
62973,409283
468581,952024
57471,629336
395452,452516
856281,312025
1018647,851947
708072,414068
115103,72776
1114038,725868
132545,434453
381923,1072853
57448,23564
889444,484494
600144,480759
781932,828142
528404,505523
133929,416903
466230,330128
409796,73356
36904,180706
21637,341199
902249,289470
303178,44280
185923,913825
255529,947450
246122,556269
543192,231888
372010,552665
95307,622175
44996,423197
294792,451201
442620,529583
156836,437077
765986,771515
467996,35556
96220,694454
122644,775028
265830,297894
29044,73261
823733,469967
1293537,382328
694670,394718
676144,56372
481336,363895
514719,40295
1207812,133249
415275,162180
47999,109175
454619,44820
620783,589264
372947,402702
40191,225702
182652,688293
110257,34963
300800,1166568
869100,233296
737666,369035
107272,192654
507035,87636
364012,765283
657689,661164
417831,718461
121596,173091
856591,240869
51714,1148736
902524,875946
267039,969985
53404,912948
587167,448980
65252,618481
680922,875768
307705,104100
158831,5935
96870,481606
443672,76839
164531,34950
509393,515033
11990,3936
29325,420794
179805,680248
82932,538885
719671,1583225
21505,926
14911,29980
543386,507415
942202,994942
1271855,375861
250414,546055
399810,66704
139637,112488
324892,421544
64394,2536
196314,967215
214222,242153
632504,480736
303716,303695
202058,535014
767478,433660
188936,128235
641568,281604
359510,98743
7148,69356
1003434,1191023
50484,603138
519039,438324
90299,379897
492893,303228
306058,17831
137419,388498
400293,308145
451409,251080
87675,27570
174774,314572
577934,568110
23552,64420
508781,1124420
1079611,876027
169462,157647
104371,462652
46317,568939
609841,5910
1101505,204663
381803,467151
813922,437664
66314,381156
174029,174125
860632,1057471
250744,66232
836498,1114063
13526,500
878086,501997
567134,210065
86388,160152
217881,562881
59326,11570
74923,485933
1133039,1182981
762233,191419
824058,516426
114558,63869
618428,384751
854232,274872
97390,182852
504523,1048862
417335,803002
373819,486926
764642,510419
53726,265910
274022,97159
206758,206763
140526,1590106
129142,293360
169723,95423
425097,30771
245246,958086
174104,305105
1156719,1330265
711540,337746
142100,61268
208155,968257
418735,1322138
119635,278104
1114094,903843
125261,412249
1173817,930616
416208,721832
1296764,425202
138359,967881
505515,295483
408362,194788
7316,9002
672780,515331
193618,52872
461368,156587
252579,1060878
112897,760026
249912,39469
642513,178469
22402,348488
176439,243281
371642,1286840
614173,228338
542939,674354
3543,88321
678045,70266
176102,597670
4637,1392917
1315819,408437
827052,68892
121145,416743
446462,245146
185495,468439
634001,1134857
340374,21649
255462,204793
824101,324507
1020667,162644
197335,384548
556365,434844
51877,25750
139810,140487
344685,474186
688025,376509
733110,171728
668522,58918
81442,234712
617998,469138
304957,138043
209362,300200
1187591,452780
432870,692764
262105,112863
238420,1830
448387,1340706
305744,514110
215880,854667
182757,573862
399997,933662
523310,496366
591558,389830
403563,1111231
741958,66505
334815,1016479
325856,56145
724141,375359
1482539,758687
35193,99846
1246460,1524561
182459,461686
758937,652514
480205,726993
45636,19421
1127049,512805
82323,124455
738710,600110
131898,233742
158617,168437
625460,144116
134586,403123
814996,534045
228681,853869
160052,106706
831777,500721
266293,496204
178151,105898
431525,889996
1048833,325980
949732,536618
719585,1199740
321052,287049
878,2120
1062855,564352
584294,73057
46540,1973
995078,1021198
348941,272343
251598,514989
256020,445553
312768,216969
255638,767982
1044234,971434
282572,482737
42351,158853
482211,383450
429274,733413
161404,116345
1340192,84666
81502,323479
160398,171267
216150,470118
780083,63542
835309,91260
24799,153283
297708,629504
1345640,631876
1115056,1072705
1297066,1352785
216600,444834
135825,228518
1191979,526427
603369,501370
259341,323069
440900,753222
15360,19200
73524,518545
607075,385042
146255,735468
543411,947755
158426,1012234
97213,695556
134818,42241
731922,255226
1074075,186172
26369,388766
25857,4362
95340,12858
747849,507487
1262826,344248
203266,892824
135041,131500
575250,523980
911634,1172010
1223408,318768
585493,750277
726264,67397
358371,447304
791788,927116
1019898,426679
12757,12823
299646,174289
591756,744262
113301,147964
694139,772216
80469,123435
154102,453388
221074,5867
128624,201186
625619,1020020
853764,810676
1215559,1265624
598411,810111
192473,853038
548119,98332
9496,9650
76286,27211
896879,896557
331238,395585
79970,424018
551031,258372
380078,433043
55049,853281
585006,100825
8417,39621
336059,1043968
93753,386813
454904,461192
649205,510874
1025186,585842
512014,286074
699845,536461
1192135,1058486
49998,235019
626260,643829
947560,130691
372327,796485
271334,1010961
65655,449588
136992,289278
524004,143586
86035,115361
930736,283568
920525,1126681
11958,545
856218,1509477
504809,504858
253901,303748
738792,752721
688432,1117905
11938,25982
963916,15364
368457,84280
927394,1169493
482997,298419
292961,282652
15689,282963
311062,65840
914928,303561
243063,220388
98407,606253
421347,258448
422175,261402
377811,256290
412521,1004904
873693,1514315
878,231083
1143280,230867
969373,1212647
153929,361156
1278606,391864
146550,644279
89035,37925
187783,473413
432277,57594
161203,891909
390974,42911
588501,1335968
586722,187339
573197,777693
1109118,477892
399772,985030
617768,627771
145923,391251
207649,247027
660082,423632
603402,314695
182059,133116
151598,450042
675110,690708
94951,393339
569636,239675
53182,172249
959651,526197
303644,705503
344732,751920
211826,175309
491225,232578
758140,454511
696145,547025
18345,10634
894865,803217
59951,168887
220549,423664
1150587,1575280
267902,268056
466102,259790
226924,593787
356741,232336
523893,596195
819463,276265
273757,622782
241050,1156448
471756,594913
663111,709350
16778,216419
1057032,786182
251806,545276
94907,465708
1145383,310880
259564,1087928
336368,333679
230826,293658
75702,625627
840561,1069730
388941,290567
1427102,608939
277613,707386
1052655,176330
233815,783565
311578,356650
1172100,491348
515075,40153
420169,607086
307135,621921
595761,220705
608271,351702
1254249,1052970
570512,144015
263822,853274
227562,558515
936080,224128
244242,25258
341832,649226
1161901,303219
155977,720944
163565,777454
32218,77543
804521,84250
641552,337759
871270,764723
590436,651845
93085,743917
370194,323484
500902,106224
375425,316150
90021,83695
32540,208024
374699,126824
179720,131347
211240,49973
454914,473381
126572,126652
487114,343034
717501,1073138
171193,171236
232140,44716
1216290,683569
318374,650867
627267,456700
488706,404392
611277,962640
211553,418685
204708,33225
327080,147531
481702,578529
674404,335313
292922,123049
477030,1289795
343720,135486
648245,1012798
1447971,659974
1124907,1550011
25745,69757
95958,20389
165074,137320
624637,51081
313460,298087
99283,182284
297859,307002
486454,877511
713936,143563
667483,680962
584218,164456
169377,394336
26652,26784
670423,59386
127820,620872
1225890,382627
433330,341405
95586,913143
214924,627599
808530,200265
5638,110547
229554,216495
1255555,198860
437433,802289
659209,637607
258648,79444
65983,622739
418794,77811
169317,1202979
632221,250874
246090,1256589
106942,14674
189926,355326
302043,142679
75533,767627
342401,344948
168454,225031
337293,205120
91052,500986
693657,651838
148656,190318
354230,584868
168110,286650
645680,1442385
184296,186554
336766,56436
55121,423146
821218,352466
674373,305076
817621,209324
518005,1042375
512714,461431
672413,368939
954917,644393
208665,418445
41117,224292
33685,91223
35804,557618
415689,378067
465265,325998
122241,408177
205656,31048
75637,361565
833740,324688
502125,252471
36387,479564
1264901,1307474
7768,3039
183643,614354
589669,774586
333632,395873
344942,335331
677001,819799
52453,536442
142124,242738
456987,170583
524976,525059
208154,130707
1260723,1454279
1136881,278396
946366,296351
652085,481758
279271,98552
367890,224784
525525,55109
107859,354554
238183,9642
870362,539186
760737,1006190
858606,425717
194241,379810
3140,13189
1020882,1020889
786272,650478
256187,681470
296595,16756
503237,245271
613426,62831
328757,777307
60734,347185
692290,62411
610074,198008
78089,103616
76011,469452
32058,200573
171160,408132
12003,3818
726123,283439
558083,316940
43058,332407
384844,423031
51278,264354
558140,999488
553808,353447
174527,492718
63409,63499
430269,429146
587820,318697
432554,305865
674814,128357
640329,461785
925989,311134
885,11253
36254,481624
588106,511348
347545,520817
58097,127235
88654,823526
535327,49641
988298,190055
448213,326235
9272,195794
1483821,834163
233068,245568
268944,359165
863875,910043
237571,1087385
450263,33434
1365512,804700
149965,47492
1047601,731770
649782,493705
1108545,581737
442746,231661
451065,120596
21691,344833
25263,376229
17630,13620
890711,662170
